  10 than	or	equal	to
   1 to	the	analysis	of
   1 to	the	aforementioned	evidence
   1 to	test	the	significant
   1 to	test	for	differences
   1 to	teach	students	computational
   1 to	tasks	is	put
   1 to	take	riding	s
   1 to	take	a	passive
   1 to	support	these	tasks
   1 to	support	the	unique
   1 to	subject	content	and
   1 to	students	in	lectures
   1 to	students	in	deepening
   1 to	simplify	the	tree
   1 to	show	both	of
   1 to	show	additional	topics
   1 to	select	the	sample
   1 to	select	a	relevant
   1 to	seek	out	external
   1 to	see	whether	such
   1 to	see	whether	similar
   1 to	see	both	navigation
   1 to	section	5	where
   1 to	reveal	the	nature
   1 to	restructure	information	based
   1 to	replace	the	csa
   1 to	reorganize	information	from
   1 to	relevant	topics	for
   1 to	provide	additional	information
   1 to	provide	additional	evidence
   1 to	prove	a	known
   1 to	process	information	so
   1 to	problems	of	education
   1 to	present	the	detailed
   1 to	predict	how	new
   1 to	partitioned	data	subsets
   1 to	particular	topics	related
   1 to	participate	in	the
   1 to	other	experiments	and
   1 to	organize	information	reiff
   1 to	organize	and	represent
   1 to	operate	the	wbi
   1 to	offer	multiple	options
   1 to	objects	of	other
   1 to	move	freely	through
   1 to	move	back	and
   1 to	model	a	user
   1 to	minimize	variability	within
   1 to	methodology	this	study
   1 to	members	belonging	to
   1 to	measure	students	cognitive
   1 to	measure	field	dependence
   1 to	make	use	of
   1 to	make	sure	that
   1 to	locate	particular	information
   1 to	learner	diversity	has
   1 to	learn	which	in
   1 to	learn	to	allow
   1 to	judge	as	either
   1 to	information	selected	from
   1 to	infer	the	functions
   1 to	indicate	whether	or
   1 to	increase	student	motivation
   1 to	improved	learning	performance
   1 to	improve	the	usability
   1 to	improve	the	development
   1 to	illustrating	the	students
   1 to	illustrate	the	relationships
   1 to	illustrate	the	needs
   1 to	identify	whether	cognitive
   1 to	identify	their	personal
   1 to	identify	the	statistical
   1 to	how	individuals	prefer
   1 to	how	clusters	are
   1 to	help	them	use
   1 to	help	analyze	understand
   1 to	have	higher	online
   1 to	have	a	more
   1 to	group	learners	based
   1 to	get	concrete	guidance
   1 to	get	a	global
   1 to	generate	the	random
   1 to	focus	on	specific
   1 to	focus	on	information
   1 to	find	whether	there
   1 to	find	the	correlations
   1 to	find	out	the
   1 to	fill	out	a
   1 to	field-independent	students	these
   1 to	field-dependent	individuals	who
   1 to	field	dependence/independence	as
   1 to	favor	different	display
   1 to	extract	the	potentially
   1 to	extract	the	attributes
   1 to	explore	different	program
   1 to	exhibit	more	individualistic
   1 to	examining	the	web
   1 to	equal	participation	in
   1 to	ensure	that	the
   1 to	educational	settings	both
   1 to	each	cluster	and
   1 to	distinctive	learning	patterns
   1 to	discover	the	relationships
   1 to	discover	rules	and
   1 to	discover	relationships	between
   1 to	discover	different	behavior
   1 to	discover	clusters	that
   1 to	directly	get	to
   1 to	different	cognitive	styles
   1 to	different	clusters	thus
   1 to	develop	their	own
   1 to	develop	personalized	recommendation
   1 to	develop	a	technique
   1 to	develop	a	model
   1 to	determine	which	combination
   1 to	determine	if	there
   1 to	design	instructional	strategies
   1 to	define	k	centroids
   1 to	decide	a	suitable
   1 to	deal	with	their
   1 to	create	rules	for
   1 to	control	the	selection
   1 to	construct	a	classification
   1 to	conduct	the	experiment
   1 to	conduct	such	a
   1 to	conduct	further	work
   1 to	conduct	a	comprehensive
   1 to	compare	various	combinations
   1 to	compare	the	differences
   1 to	cognitive	styles	the
   1 to	cognitive	styles	such
   1 to	clusters	it	is
   1 to	cluster	handicraft	customers
   1 to	classify	their	cognitive
   1 to	classify	the	cognitive
   1 to	classify	new	cases
   1 to	choose	preferred	navigation
   1 to	choose	one	of
   1 to	characterize	the	behavior
   1 to	build	the	relationships
   1 to	browse	many	more
   1 to	browse	fewer	pages
   1 to	bring	together	confirmatory
   1 to	be	undertaken	with
   1 to	be	split	any
   1 to	be	significant	in
   1 to	be	shown	in
   1 to	be	passive	and
   1 to	be	more	analytical
   1 to	be	ignored	for
   1 to	be	helpful	to
   1 to	be	done	between
   1 to	be	consistent	five
   1 to	be	consistent	and
   1 to	be	aware	of
   1 to	attribute	selection	measures
   1 to	as	a	wholist/analytic
   1 to	analyze	web	usage
   1 to	analyze	the	learning
   1 to	analyze	summarize	and
   1 to	analyze	students	learning
   1 to	analyze	student	learning
   1 to	allow	the	learners
   1 to	aide	in	the
   1 to	adopt	analytical	and
   1 to	address	their	different
   1 to	actively	group	relevant
   1 to	achieve	different	types
   1 to	accommodate	their	different
   1 to	accommodate	the	preferences
   1 to	a	user	s
   1 to	6	times	are
   1 to	57	pages	are
   1 to	45	pages	are
   1 to	2005	as	shown
   1 to	12	times	are
   1 title	bar	located	at
   1 tip	of	iceberg	of
   1 times	than	field-dependent	p
   1 times	in	other	words
   1 times	each	navigational	tool
   1 times	are	classified	field-dependent
   1 times	and	browsed	fewer
   1 time	by	using	frames
   1 time	anido	et	al
   1 thus	they	prefer	to
   1 thus	there	is	a
   1 thus	centroids	can	be
   1 thus	browse	fewer	pages
   1 thus	are	easily	implemented
   1 through	a	wbi	program
   1 through	a	preprocessing	phase
   1 through	a	fixed	sequence
   1 three-data	analysis	approaches	section
   1 three	types	of	learner
   1 three	rules	are	connected
   1 three	phases	in	this
   1 three	or	more	independent
   1 three	major	categories	clustering
   1 three	key	design	elements
   1 three	intermediate	students	had
   1 three	clusters	were	produced
   1 three	clusters	were	also
   1 three	clusters	figure	3
   1 three	aspects	theory	methodology
   1 three	are	associated	with
   1 three	approaches	4	1
   1 thought	whereas	field-dependent	people
   1 those	in	the	depth-first
   1 those	in	the	breadth-first
   1 those	from	clustering	and
   1 those	from	classification	provide
   1 this	wbi	program	was
   1 this	wbi	program	the
   1 this	way	the	learners
   1 this	way	participants	were
   1 this	was	done	they
   1 this	vein	this	study
   1 this	type	of	design
   1 this	topic	and	other
   1 this	technique	was	used
   1 this	table	it	is
   1 this	study	we	have
   1 this	study	we	deal
   1 this	study	was	the
   1 this	study	the	csa
   1 this	study	that	field-independent
   1 this	study	suggest	that
   1 this	study	recognized	the
   1 this	study	only	used
   1 this	study	investigates	how
   1 this	study	investigates	a
   1 this	study	indicated	that
   1 this	study	includes	three
   1 this	study	included	a
   1 this	study	field-independent	students
   1 this	study	field-dependent	and
   1 this	study	emphasizes	on
   1 this	study	deepens	the
   1 this	study	categorizations	were
   1 this	study	analyzed	the
   1 this	section	starts	with
   1 this	section	describes	the
   1 this	result	is	coherent
   1 this	rationale	three	clusters
   1 this	prerequisite	can	be
   1 this	particular	experiment	since
   1 this	might	be	caused
   1 this	may	not	interfere
   1 this	may	be	due
   1 this	issue	has	been
   1 this	is	to	ensure
   1 this	is	equivalent	to
   1 this	is	because	one
   1 this	inconsistency	is	that
   1 this	implies	that	wbi
   1 this	finding	is	that
   1 this	finding	is	in
   1 this	end	a	model
   1 this	difference	may	explain
   1 this	case	three	rules
   1 this	case	there	are
   1 this	case	a	pop-up
   1 this	can	be	overcome
   1 this	article	focuses	on
   1 this	article	an	integrated
   1 this	approach	not	only
   1 this	approach	is	useful
   1 this	approach	is	beneficial
   1 this	approach	has	the
   1 this	algorithm	was	applied
   1 this	algorithm	in	phase
   1 third	to	the	sixth
   1 third	rule	is	that
   1 third	level	the	frequency
   1 thinking	remembering	and	solving
   1 they	work	see	section
   1 they	wish	to	learn
   1 they	were	requested	to
   1 they	were	informed	that
   1 they	were	asked	to
   1 they	used	these	navigation
   1 they	tend	to	seek
   1 they	tend	to	focus
   1 they	tend	to	build
   1 they	tend	to	browse
   1 they	should	choose	field-independent
   1 they	segmented	the	customers
   1 they	prefer	to	get
   1 they	only	represent	the
   1 they	only	pay	attention
   1 they	might	share	some
   1 they	irritate	field-independent	students
   1 they	integrate	the	analysis
   1 they	have	more	difficulties
   1 they	have	different	preferences
   1 they	have	a	tendency
   1 they	do	not	illustrate
   1 they	did	not	receive
   1 they	could	use	the
   1 they	could	study	topics
   1 they	can	impose	needless
   1 they	browse	fewer	pages
   1 they	are	very	task
   1 they	are	supported	by
   1 they	are	not	in
   1 they	are	more	likely
   1 they	are	more	capable
   1 they	are	more	able
   1 they	are	equally	comfortable
   1 they	are	able	to
   1 these	windows	can	be
   1 these	two	techniques	is
   1 these	two	techniques	are
   1 these	two	subtests	have
   1 these	two	steps	are
   1 these	two	analyses	for
   1 these	three	approaches	4
   1 these	the	k-means	algorithm
   1 these	techniques	appear	to
   1 these	tasks	including	decision
   1 these	tasks	can	be
   1 these	studies	mainly	relied
   1 these	rules	can	be
   1 these	results	seem	consistent
   1 these	recommendations	as	reported
   1 these	reasons	research	into
   1 these	navigation	tools	in
   1 these	methods	as	far
   1 these	learning	patterns	are
   1 these	k	new	centroids
   1 these	individuals	tend	to
   1 these	individuals	are	considered
   1 these	include	easy	updating
   1 these	evaluations	were	to
   1 these	eight	rules	a
   1 these	eight	attributes	is
   1 these	dimensions	field	dependence/-independence
   1 these	differences	cognitive	style
   1 these	correlations	are	less
   1 these	attributes	are	related
   1 these	attributes	andrienko	and
   1 these	as	new	centers
   1 these	are	the	advantages
   1 these	activities	was	to
   1 therefore	we	choose	to
   1 therefore	they	tend	to
   1 therefore	they	are	more
   1 therefore	there	is	a
   1 therefore	it	is	necessary
   1 therefore	individual	differences	arguably
   1 therefore	individual	differences	are
   1 therefore	all	attributes	were
   1 there	were	two	types
   1 there	was	no	significant
   1 there	was	no	significance
   1 there	was	a	significant
   1 there	was	a	clear
   1 there	technology	influence	learning
   1 there	is	no	statistical
   1 there	is	no	significant
   1 there	is	no	further
   1 there	is	a	significant
   1 there	is	a	possible
   1 there	is	a	need
   1 there	is	a	lack
   1 there	has	been	considerable
   1 there	are	two	frames
   1 there	are	statistically	significant
   1 there	are	often	no
   1 there	are	many	dimensions
   1 there	are	eight	rules
   1 there	are	eight	attributes
   1 theory	this	study	deepens
   1 theory	methodology	and	applications
   1 theoretical	concepts	which	are
   1 theoretical	and	abstract	interests
   1 then	rules	li	2005
   1 then	repeatedly	splits	each
   1 then	progresses	to	section
   1 then	computes	the	mean
   1 themselves	while	field-dependent	students
   1 themselves	to	the	learning
   1 themselves	this	may	not
   1 themselves	so	that	how
   1 themselves	and	dissimilar	to
   1 them	with	leaves	or
   1 them	use	the	wbi
   1 them	are	significant	including
   1 their	understandings	this	approach
   1 their	tasks	hence	they
   1 their	tasks	conversely	field-dependent
   1 their	students	in	order
   1 their	similar	learning	patterns
   1 their	separate	tendencies	to
   1 their	satisfaction		
   1 their	results	showed	that
   1 their	results	are	useful
   1 their	relative	importance	the
   1 their	quantity	of	annotation
   1 their	prior	knowledge	to
   1 their	prior	knowledge	of
   1 their	previous	system	experience
   1 their	previous	experience	using
   1 their	preferences	may	be
   1 their	personal	background	including
   1 their	participation	the	students
   1 their	own	this	finding
   1 their	own	learning	patterns
   1 their	own	learning	paths
   1 their	own	internal	referents
   1 their	own	internal	references
   1 their	learning	these	learning
   1 their	learning	patterns	within
   1 their	learning	patterns	which
   1 their	learning	patterns	this
   1 their	learning	patterns	the
   1 their	learning	patterns	it
   1 their	learning	patterns	in
   1 their	learning	patterns	however
   1 their	learning	patterns	field-independent
   1 their	learning	patterns	but
   1 their	learning	patterns	3
   1 their	learning	and	thus
   1 their	knowledge	into	an
   1 their	knowledge	are	better
   1 their	interactions	with	the
   1 their	information	are	better
   1 their	gender	the	levels
   1 their	findings	the	characteristics
   1 their	favorite	navigation	tools
   1 their	different	requirements	is
   1 their	different	preferences	is
   1 their	different	needs	is
   1 their	cognitive	styles	once
   1 their	cognitive	styles	field-independent
   1 their	cognitive	styles	chen
   1 their	choices	could	be
   1 their	characteristics	which	are
   1 their	background	skills	and
   1 the	world	wide	web
   1 the	web-based	applications	can
   1 the	web	yen	and
   1 the	web	usage	data
   1 the	web	decision	trees
   1 the	web	4	4
   1 the	wbi	programs	should
   1 the	wbi	program	they
   1 the	wbi	program	subsequently
   1 the	wbi	program	provided
   1 the	wbi	program	in
   1 the	wbi	program	for
   1 the	wa	score	of
   1 the	wa	score	and
   1 the	values	of	these
   1 the	values	of	one
   1 the	value	of	the
   1 the	use	of	salient
   1 the	use	of	instructional
   1 the	use	of	instruction
   1 the	use	of	a
   1 the	usability	and	functionality
   1 the	unique	needs	of
   1 the	unexpected	but	valuable
   1 the	understanding	of	the
   1 the	tutorial	providing	referenced
   1 the	tukey	test	showed
   1 the	tree	the	third
   1 the	tree	indicates	that
   1 the	tree	by	discarding
   1 the	top	of	the
